date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:41	1498/1498	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2008:30:18%20GMT	http://cmswp.net/html/gennaro/images/logo.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/images/logo.png	(from http://cmswp.net/html/gennaro/index.html)
11:42:41	954/954	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2008:30:21%20GMT	http://cmswp.net/html/gennaro/images/menu.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/images/menu.png	(from http://cmswp.net/html/gennaro/index.html)
11:42:42	16427/16427	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:39%20GMT	http://cmswp.net/html/gennaro/home-2.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/home-2.html	(from http://cmswp.net/html/gennaro/index.html)
11:42:42	23063/23063	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:44%20GMT	http://cmswp.net/html/gennaro/onepage.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/onepage.html	(from http://cmswp.net/html/gennaro/index.html)
11:42:42	11797/11797	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:36%20GMT	http://cmswp.net/html/gennaro/about.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/about.html	(from http://cmswp.net/html/gennaro/index.html)
11:42:43	11201/11201	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:47%20GMT	http://cmswp.net/html/gennaro/work.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/work.html	(from http://cmswp.net/html/gennaro/index.html)
11:42:43	10769/10769	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:37%20GMT	http://cmswp.net/html/gennaro/blog.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/blog.html	(from http://cmswp.net/html/gennaro/index.html)
11:42:43	7791/7791	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:39%20GMT	http://cmswp.net/html/gennaro/contact.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/contact.html	(from http://cmswp.net/html/gennaro/index.html)
11:42:59	94921/94921	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:07%20GMT	http://cmswp.net/html/gennaro/uploads/portfolio/1.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/portfolio/1.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:00	9848/9848	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:46%20GMT	http://cmswp.net/html/gennaro/single-portfolio.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/single-portfolio.html	(from http://cmswp.net/html/gennaro/index.html)
11:43:25	282766/282766	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1/jquery.js	C:/Benim%20Blogum/myBlog/ajax.googleapis.com/ajax/libs/jquery/1/jquery.js	(from http://cmswp.net/html/gennaro/index.html)
11:43:26	161650/161650	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:11%20GMT	http://cmswp.net/html/gennaro/uploads/portfolio/2.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/portfolio/2.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:31	304577/304577	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2008:30:59%20GMT	http://cmswp.net/html/gennaro/uploads/banner/banner2.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/banner/banner2.png	(from http://cmswp.net/html/gennaro/index.html)
11:43:32	313894/313894	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:30:57%20GMT	http://cmswp.net/html/gennaro/uploads/banner/banner.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/banner/banner.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:39	43448/43448	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2008:31:03%20GMT	http://cmswp.net/html/gennaro/uploads/clients/1.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/clients/1.png	(from http://cmswp.net/html/gennaro/index.html)
11:43:48	101316/101316	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:36%20GMT	http://cmswp.net/html/gennaro/uploads/portfolio/5.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/portfolio/5.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:49	15358/15358	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202016%2008:29:46%20GMT	http://cmswp.net/html/gennaro/single-post.html	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/single-post.html	(from http://cmswp.net/html/gennaro/index.html)
11:43:50	157657/157657	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:24%20GMT	http://cmswp.net/html/gennaro/uploads/portfolio/3.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/portfolio/3.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:50	66136/66136	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:42%20GMT	http://cmswp.net/html/gennaro/uploads/posts/1.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/posts/1.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:57	194515/194515	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:34%20GMT	http://cmswp.net/html/gennaro/uploads/portfolio/4.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/portfolio/4.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:58	49376/49376	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:44%20GMT	http://cmswp.net/html/gennaro/uploads/posts/3.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/posts/3.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:43:58	1498/1498	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2008:30:18%20GMT	http://cmswp.net/html/gennaro/images/logo-ft.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/images/logo-ft.png	(from http://cmswp.net/html/gennaro/index.html)
11:43:59	55445/55445	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:45%20GMT	http://cmswp.net/html/gennaro/uploads/posts/4.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/posts/4.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:44:01	40436/40436	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:32%20GMT	http://cmswp.net/html/gennaro/js/owl.carousel.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/owl.carousel.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:02	20748/20748	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:28%20GMT	http://cmswp.net/html/gennaro/js/jquery.magnific-popup.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.magnific-popup.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:02	91943/91943	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:43%20GMT	http://cmswp.net/html/gennaro/uploads/posts/2.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/posts/2.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:44:03	19174/19174	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:26%20GMT	http://cmswp.net/html/gennaro/js/jquery.bxslider.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.bxslider.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:03	1478/1478	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:24%20GMT	http://cmswp.net/html/gennaro/js/jquery.appear.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.appear.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:03	17109/17109	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:26%20GMT	http://cmswp.net/html/gennaro/js/jquery.flexslider.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.flexslider.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:03	54355/54355	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Oct%202016%2008:31:47%20GMT	http://cmswp.net/html/gennaro/uploads/posts/5.jpg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/uploads/posts/5.jpg	(from http://cmswp.net/html/gennaro/index.html)
11:44:04	1333/1333	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:33%20GMT	http://cmswp.net/html/gennaro/js/progress.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/progress.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:04	35601/35601	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:22%20GMT	http://cmswp.net/html/gennaro/js/bootstrap.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/bootstrap.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:04	1042/1042	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:27%20GMT	http://cmswp.net/html/gennaro/js/jquery.imagesloaded.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.imagesloaded.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:04	37705/37705	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:28%20GMT	http://cmswp.net/html/gennaro/js/jquery.isotope.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.isotope.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:05	6305/6305	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:33%20GMT	http://cmswp.net/html/gennaro/js/plugins-scroll.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/plugins-scroll.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:05	1993/1993	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:36%20GMT	http://cmswp.net/html/gennaro/js/smooth-scroll.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/smooth-scroll.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:05	8044/8044	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:38%20GMT	http://cmswp.net/html/gennaro/js/waypoint.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/waypoint.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:06	3358/3358	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:29%20GMT	http://cmswp.net/html/gennaro/js/jquery.matchHeight-min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery.matchHeight-min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:08	4945/4945	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:31%20GMT	http://cmswp.net/html/gennaro/js/main.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/main.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:08	21940/21940	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:24%20GMT	http://cmswp.net/html/gennaro/js/jquery-ui.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/jquery-ui.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:08	28649/28649	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:23%20GMT	http://cmswp.net/html/gennaro/js/gmap3.min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/gmap3.min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:08	91386/91386	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Oct%202016%2008:30:36%20GMT	http://cmswp.net/html/gennaro/js/raphael-min.js	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/js/raphael-min.js	(from http://cmswp.net/html/gennaro/index.html)
11:44:08	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.eot	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.eot	(from http://cmswp.net/html/gennaro/css/bootstrap.min.css)
11:44:08	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.eot?	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/fonts/glyphicons-halflings-regulard41d.eot	(from http://cmswp.net/html/gennaro/css/bootstrap.min.css)
11:44:09	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.woff	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.woff	(from http://cmswp.net/html/gennaro/css/bootstrap.min.css)
11:44:09	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.ttf	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.ttf	(from http://cmswp.net/html/gennaro/css/bootstrap.min.css)
11:44:09	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.svg	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/fonts/glyphicons-halflings-regular.svg	(from http://cmswp.net/html/gennaro/css/bootstrap.min.css)
11:44:10	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/gennaro/css/owl.video.play.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/css/owl.video.play.png	(from http://cmswp.net/html/gennaro/css/owl.carousel.css)
11:44:10	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2001:07:32%20GMT	http://cmswp.net/html/images/tooltop-graph.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/images/tooltop-graph.png	(from http://cmswp.net/html/gennaro/css/ui.progress-bar.css)
11:44:10	0/0	---M--	200	added ('OK')	image/gif	date:Wed,%2012%20Oct%202016%2009:36:02%20GMT	http://cmswp.net/html/gennaro/images/bx_loader.gif	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/images/bx_loader.gif	(from http://cmswp.net/html/gennaro/css/jquery.bxslider.css)
11:44:11	2806/2806	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Oct%202016%2008:30:51%20GMT	http://cmswp.net/html/gennaro/css/images/controls.png	C:/Benim%20Blogum/myBlog/cmswp.net/html/gennaro/css/images/controls.png	(from http://cmswp.net/html/gennaro/css/jquery.bxslider.css)
